English;Swedish;Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
saint;helgon;1;0;0;1;0;0;1;0;1;1
saintly;;1;0;0;1;0;0;1;0;1;1
salad;;0;0;0;0;0;0;0;0;0;0
salamander;;0;0;0;0;0;0;0;0;0;0
salary;;1;0;0;1;0;0;1;0;0;1
sale;;0;0;0;0;0;0;0;0;0;0
salesman;;0;0;0;0;0;0;0;0;0;0
salient;;1;0;0;0;0;0;0;0;0;0
saline;;0;0;0;0;0;0;0;0;0;0
saliva;;0;0;0;1;0;0;0;0;0;0
sally;;0;0;0;0;0;0;0;0;1;0
salon;;0;0;0;0;0;0;0;0;0;0
saloon;;0;0;1;0;0;0;0;0;0;0
salt;salt-;0;0;0;0;0;0;0;0;0;0
salty;;0;0;0;0;0;0;0;0;0;0
salutary;;1;0;0;0;0;0;1;0;0;1
salutation;;0;0;0;0;0;0;0;0;0;0
salute;;1;0;0;0;0;0;1;0;0;0
salvage;;0;0;0;0;0;0;0;0;0;0
salvation;;1;0;0;1;0;0;1;0;0;1
salve;;1;0;0;0;0;0;0;0;0;0
samba;;0;0;0;0;0;0;0;0;0;0
sameness;;0;0;0;0;0;0;0;0;0;0
samurai;;1;0;0;0;0;1;0;0;0;0
sanctification;;1;0;0;0;0;0;1;0;0;1
sanctified;;0;0;0;0;0;0;0;0;0;0
sanctify;;1;0;0;1;0;0;1;1;1;1
sanction;;0;0;0;0;0;0;0;0;0;0
sanctioned;;0;0;0;0;0;0;0;0;0;0
sanctity;;0;0;0;0;0;0;0;0;0;0
sanctuary;;1;0;0;1;0;0;1;0;0;1
sand;sand;0;0;0;0;0;0;0;0;0;0
sandal;;0;0;0;0;0;0;0;0;0;0
sander;;0;0;0;0;0;0;0;0;0;0
sands;;0;0;0;0;0;0;0;0;0;0
sandy;;0;0;0;0;0;0;0;0;0;0
sane;;0;0;0;0;0;0;0;0;0;0
sanguine;;1;0;0;0;0;0;0;0;0;0
sanitary;;1;0;0;0;0;0;0;0;0;0
sanity;;0;0;0;0;0;0;0;0;0;0
sans;;0;0;0;0;0;0;0;0;0;0
sap;;0;1;0;0;0;0;0;1;0;0
sapphire;;0;0;0;0;0;0;0;0;0;0
sappy;;0;0;0;0;0;0;0;0;0;1
sarcasm;;0;1;1;0;1;0;0;1;0;0
sarcoma;;0;1;0;0;0;1;0;1;0;0
sardonic;;0;1;0;0;0;0;0;0;0;0
sash;;0;0;0;0;0;0;0;0;0;0
satanic;;0;1;1;0;0;0;0;0;0;0
satchel;;0;0;0;0;0;0;0;0;0;0
sate;;0;0;0;0;0;0;0;0;0;0
satellite;;0;0;0;0;0;0;0;0;0;0
satin;satin;1;0;0;0;0;0;0;0;0;0
satire;;0;0;0;0;0;0;0;0;0;0
satirical;;0;0;0;0;0;0;0;0;0;0
satisfaction;;0;0;0;0;0;0;0;0;0;0
satisfactorily;;1;0;0;0;0;0;0;0;0;0
satisfied;;1;0;0;0;0;0;1;0;0;0
saturate;;0;0;0;0;0;0;0;0;0;0
saturated;;0;1;0;0;1;0;0;0;0;0
saturation;;0;0;0;0;0;0;0;0;0;0
sauce;;0;0;0;0;0;0;0;0;0;0
saucepan;;0;0;0;0;0;0;0;0;0;0
saucer;;0;0;0;0;0;0;0;0;0;0
saucy;;0;0;0;0;0;0;0;0;0;0
sauerkraut;;0;0;0;0;0;0;0;0;0;0
sauna;;0;0;0;0;0;0;0;0;0;0
savage;vilde;0;1;1;0;0;1;0;0;0;0
savagery;;0;1;1;0;0;1;0;0;0;0
savanna;;0;0;0;0;0;0;0;0;0;0
save;spara;1;0;0;0;0;0;1;0;0;1
saving;;0;0;0;0;0;0;0;0;0;0
savings;;1;0;0;0;0;0;0;0;0;0
savor;;1;0;0;1;1;0;1;1;0;1
savory;;1;0;0;0;0;0;0;0;0;0
savvy;;1;0;0;0;0;0;0;0;0;0
sawdust;;0;0;0;0;0;0;0;0;0;0
sax;;0;0;0;0;0;0;0;0;0;0
saxophone;;0;0;0;0;0;0;0;0;0;0
scab;;0;1;0;0;0;0;0;0;0;0
scabbard;;0;0;0;0;0;0;0;0;0;0
scaffold;;0;1;0;0;0;1;0;0;0;0
scaffolding;;0;0;0;0;0;0;0;0;0;0
scale;;0;0;0;0;0;0;0;0;0;0
scales;;0;0;0;0;0;0;0;0;0;0
scallop;kammussla;0;0;0;0;0;0;0;0;0;0
scalp;;0;0;0;0;0;0;0;0;0;0
scalpel;;0;1;0;0;0;1;0;0;0;0
scaly;;0;1;0;0;0;0;0;0;0;0
scan;;0;0;0;0;0;0;0;0;0;0
scandal;;0;1;0;0;0;1;0;0;0;0
scandalous;;0;1;1;0;0;0;0;0;0;0
scanty;;0;1;0;0;0;0;0;0;0;0
scape;scape;0;0;0;0;0;0;0;0;0;0
scapegoat;;0;1;1;0;0;1;0;0;0;0
scar;;0;1;1;0;1;1;0;1;0;0
scarab;;0;0;0;0;0;0;0;0;0;0
scarce;knapp;0;1;0;0;0;1;0;1;0;0
scarcely;;0;1;0;0;0;0;0;1;0;0
scarcity;;0;1;1;0;0;1;0;1;0;0
scare;skrämma;0;1;1;1;0;1;0;0;1;0
scarecrow;;1;1;0;0;0;1;0;0;0;0
scarf;;0;0;0;0;0;0;0;0;0;0
scarlet;;0;0;0;0;0;0;0;0;0;0
scatter;;0;0;0;0;0;0;0;0;0;0
scattered;;0;0;0;0;0;0;0;0;0;0
scattering;;0;0;0;0;0;0;0;0;0;0
scavenger;;0;1;0;0;0;0;0;0;0;0
scene;;0;0;0;0;0;0;0;0;0;0
scenery;;0;0;0;0;0;0;0;0;0;0
scenic;;0;0;0;0;0;0;0;0;0;0
scent;;0;0;0;0;0;0;0;0;0;0
sceptical;;0;0;0;0;0;0;0;0;0;1
scepticism;;0;0;0;0;0;0;0;0;0;0
schematic;;0;0;0;0;0;0;0;0;0;0
scheme;;0;1;0;0;0;0;0;0;0;0
schism;;0;1;1;0;0;0;0;0;0;0
schizophrenia;;0;1;1;0;1;1;0;1;0;0
scholar;;1;0;0;0;0;0;0;0;0;0
scholarly;;0;0;0;0;0;0;0;0;0;0
scholarship;;1;0;0;0;0;0;1;0;0;0
school;skola;0;0;0;0;0;0;0;0;0;1
schoolboy;;0;0;0;0;0;0;0;0;0;0
schooling;;0;0;0;0;0;0;0;0;0;0
schoolmaster;;0;0;0;0;0;0;0;0;0;0
schooner;;0;0;0;0;0;0;0;0;0;0
sciatica;;0;1;0;0;0;0;0;0;0;0
science;vetenskap;0;0;0;0;0;0;0;0;0;0
scientific;;1;0;0;0;0;0;0;0;0;1
scientist;;1;0;0;1;0;0;0;0;0;1
scintilla;;1;0;0;0;0;0;0;0;0;0
scintillation;;0;0;0;0;0;0;0;0;0;0
scintillator;;0;0;0;0;0;0;0;0;0;0
scion;;0;0;0;0;0;0;0;0;0;0
scissors;;0;0;0;0;0;0;0;0;0;0
scoff;;0;1;1;0;1;0;0;0;0;0
scold;;0;1;1;0;1;1;0;1;0;0
scolding;;0;1;1;0;0;0;0;0;0;0
scoop;;0;0;0;0;0;0;0;0;0;0
scope;;0;0;0;0;0;0;0;0;0;0
scorching;;0;1;1;0;0;0;0;0;0;0
score;;1;0;0;1;0;0;1;0;1;0
scores;;0;0;0;0;0;0;0;0;0;0
scorn;;0;1;1;0;0;0;0;0;0;0
scorpion;;0;1;1;0;1;1;0;0;1;0
scotch;;0;1;0;0;0;0;0;0;0;0
scoundrel;;0;1;1;0;1;1;0;0;0;1
scour;;0;0;0;0;0;0;0;0;0;0
scourge;;0;1;1;0;0;1;0;1;0;0
scout;;0;0;0;0;0;0;0;0;0;0
scrabble;;0;0;0;0;0;0;0;0;0;0
scramble;;0;0;0;0;0;0;0;0;0;0
scrambling;;0;1;0;0;0;0;0;0;0;0
scrape;;0;0;0;0;0;0;0;0;0;0
scrapie;;0;1;1;0;0;1;0;1;0;0
scraping;;0;0;0;0;0;0;0;0;0;0
scratch;;0;0;0;0;0;0;0;0;0;0
scream;skrika;0;1;1;0;1;1;0;0;1;0
screaming;;0;1;1;0;1;1;0;0;0;0
screech;;0;1;0;0;0;1;0;0;1;0
screen;;0;0;0;0;0;0;0;0;0;0
screwdriver;;0;0;0;0;0;0;0;0;0;0
screwed;;0;1;1;0;0;0;0;0;0;0
scribble;;0;0;0;0;0;0;0;0;0;0
scribe;;1;0;0;0;0;0;0;0;0;0
scrimmage;;0;1;0;0;0;0;0;0;1;0
scrip;scrip;0;0;0;0;0;0;0;0;0;0
script;manus;1;0;0;0;0;0;0;0;0;0
scriptural;;0;0;0;0;0;0;0;0;0;0
scripture;;0;0;0;0;0;0;0;0;0;1
scroll;;0;0;0;0;0;0;0;0;0;0
scrub;;0;1;0;0;1;0;0;0;0;0
scrumptious;;1;0;0;0;0;0;0;0;0;0
scrupulous;;0;0;0;0;0;0;0;0;0;0
scrutinize;;0;1;0;1;0;0;0;0;0;0
scrutiny;;0;1;0;0;0;0;0;0;0;0
sculptor;;0;0;0;0;0;0;0;0;0;0
sculpture;;1;0;0;0;0;0;0;0;0;0
sculptured;;0;0;0;0;0;0;0;0;0;0
scum;;0;1;0;0;1;0;0;0;0;0
sea;hav;1;0;0;0;0;0;0;0;0;0
seaboard;;0;0;0;0;0;0;0;0;0;0
seal;;1;0;0;0;0;0;0;0;0;1
seals;;0;0;0;0;0;0;0;0;0;1
seam;;0;0;0;0;0;0;0;0;0;0
seaman;;0;0;0;0;0;0;0;0;0;0
seamless;;0;0;0;0;0;0;0;0;0;0
seamstress;;0;0;0;0;0;0;0;0;0;0
seaport;;0;0;0;0;0;0;0;0;0;0
sear;;0;1;0;0;0;0;0;0;0;0
search;;0;0;0;0;0;0;0;0;0;0
searching;;0;0;0;0;0;0;0;0;0;0
seared;;0;0;0;0;0;0;0;0;0;0
seaside;;0;0;0;0;0;0;0;0;0;0
season;säsong;0;0;0;0;0;0;0;0;0;0
seasoned;;1;0;0;0;0;0;0;0;0;0
seasoning;;0;0;0;0;0;0;0;0;0;0
seat;;0;0;0;0;0;0;0;0;0;0
secession;;0;1;0;0;0;0;0;0;0;0
secluded;;0;1;0;0;0;0;0;1;0;0
seclusion;;1;1;0;0;0;1;0;0;0;0
secondary;;0;0;0;0;0;0;0;0;0;0
secondhand;;0;1;0;0;0;0;0;0;0;0
secrecy;;0;0;0;0;0;0;0;0;1;1
secret;hemlighet;0;0;0;0;0;0;0;0;0;1
secretariat;;1;0;0;0;0;0;0;0;0;0
secretary;;0;0;0;0;0;0;0;0;0;0
secrete;;0;0;0;0;1;0;0;0;0;0
secretion;;0;1;0;0;1;0;0;0;0;0
secretive;;0;1;0;0;0;0;0;0;0;0
secretly;;0;0;0;0;0;0;0;0;0;0
sect;;0;0;0;0;0;0;0;0;0;0
sectarian;;0;1;1;0;0;1;0;0;0;0
sectional;;0;0;0;0;0;0;0;0;0;0
sector;;0;0;0;0;0;0;0;0;0;0
secular;;0;0;0;1;0;0;0;0;0;0
secularism;;0;0;0;0;0;0;0;0;0;0
securities;;0;0;0;0;0;0;0;0;0;1
security;;0;0;0;0;0;0;0;0;0;0
sedan;;0;0;0;0;0;0;0;0;0;0
sedate;;0;0;0;0;0;0;0;0;0;0
sedative;;0;0;0;0;0;0;0;0;0;0
sedentary;;0;0;0;0;0;0;0;0;0;0
sedge;;0;0;0;0;0;0;0;0;0;0
sediment;;0;0;0;0;0;0;0;0;0;0
sedimentary;;0;0;0;0;0;0;0;0;0;0
sedition;upproriskhet;0;1;1;0;0;0;0;1;0;0
seduce;;0;1;0;0;0;0;0;0;0;0
seducing;;0;0;0;0;0;0;0;0;0;0
seduction;;0;1;0;0;0;0;0;0;0;0
seductive;förförisk;0;0;0;1;0;0;0;0;0;0
seed;utsäde;0;0;0;0;0;0;0;0;0;0
seedling;;0;0;0;0;0;0;0;0;0;0
seek;;0;0;0;1;0;0;0;0;0;0
seeker;;0;0;0;0;0;0;0;0;0;0
seemingly;;0;0;0;0;0;0;0;0;0;0
seer;;0;0;0;0;0;0;0;0;0;0
seething;;0;0;0;0;0;0;0;0;0;0
segment;;0;0;0;0;0;0;0;0;0;0
segregate;;0;1;1;0;1;0;0;1;0;0
segregated;;0;1;0;0;0;0;0;0;0;0
segregation;;0;0;0;0;0;0;0;0;0;0
seize;;0;1;0;0;0;1;0;0;0;0
seizure;;0;0;0;0;0;1;0;0;0;0
seldom;sällan;0;0;0;0;0;0;0;0;0;0
select;;0;0;0;0;0;0;0;0;0;0
selection;;0;0;0;0;0;0;0;0;0;0
selfish;;0;1;1;0;1;0;0;0;0;0
selfishness;;0;1;0;0;0;0;0;0;0;0
sell;;0;0;0;0;0;0;0;0;0;0
seller;;0;0;0;0;0;0;0;0;0;0
semaphore;;0;0;0;0;0;0;0;0;0;0
semblance;;0;0;0;0;0;0;0;0;0;0
semen;;0;0;0;0;0;0;0;0;0;0
semicolon;;0;0;0;0;0;0;0;0;0;0
seminal;;0;0;0;0;0;0;0;0;0;0
seminar;;0;0;0;0;0;0;0;0;0;0
seminary;;0;0;0;0;0;0;0;0;0;0
semiotics;;0;0;0;0;0;0;0;0;0;0
senate;;0;0;0;0;0;0;0;0;0;1
senator;;0;0;0;0;0;0;0;0;0;0
send;skicka;0;0;0;0;0;0;0;0;0;0
senescence;;0;0;0;0;0;0;0;0;0;0
senile;;0;1;0;0;0;1;0;1;0;0
senior;;0;0;0;0;0;0;0;0;0;0
seniority;;1;0;0;0;0;0;0;0;0;1
sensation;;0;0;0;0;0;0;0;0;0;0
sensational;;1;0;0;0;0;0;1;0;0;0
sense;;1;0;0;0;0;0;0;0;0;0
senseless;;0;1;1;0;1;1;0;1;1;0
senses;;0;0;0;0;0;0;0;0;0;0
sensibility;;1;0;0;0;0;0;0;0;0;0
sensibly;;1;0;0;0;0;0;0;0;0;0
sensitive;;0;0;0;0;0;0;0;0;0;0
sensory;;0;0;0;0;0;0;0;0;0;0
sensual;;1;1;0;1;0;0;1;0;1;1
sensuality;;1;0;0;1;0;0;1;0;0;0
sensuous;;1;0;0;0;0;0;1;0;0;0
sentence;;0;1;1;1;1;1;0;1;0;0
sentient;;0;0;0;0;0;0;0;0;0;0
sentiment;;0;0;0;0;0;0;0;0;0;0
sentimental;;1;0;0;0;0;0;0;0;0;0
sentimentality;;1;0;0;0;0;0;0;0;0;0
sentinel;;1;0;0;0;0;0;0;0;0;1
sentry;;0;0;0;0;0;0;0;0;0;1
separable;;0;0;0;0;0;0;0;0;0;0
separate;;0;0;0;0;0;0;0;0;0;0
separately;;0;0;0;0;0;0;0;0;0;0
separation;;0;0;0;0;0;0;0;0;0;0
separatist;;0;1;1;0;1;0;0;0;0;0
sepia;;0;0;0;0;0;0;0;0;0;0
sepsis;;0;1;0;0;0;1;0;1;0;0
sept;;0;0;0;0;0;0;0;0;0;0
septic;;0;1;0;0;1;0;0;0;0;0
septum;;0;0;0;0;0;0;0;0;0;0
sequel;;0;0;0;1;0;0;0;0;0;0
sequence;;0;0;0;0;0;0;0;0;0;0
sequent;;0;0;0;0;0;0;0;0;0;0
sequestered;;0;0;0;0;0;0;0;0;0;0
sequestration;;0;1;0;0;0;0;0;1;0;0
serene;;0;1;0;0;0;0;0;0;0;1
serenity;;1;0;0;1;0;0;1;0;0;1
sergeant;;0;0;0;0;0;0;0;0;0;0
serial;;0;0;0;1;0;0;0;0;0;0
series;;0;0;0;0;0;0;0;0;0;1
serif;;0;0;0;0;0;0;0;0;0;0
seriousness;;0;0;0;0;0;1;0;1;0;0
sermon;;1;0;0;0;0;0;0;0;0;1
serpent;;0;1;0;0;1;1;0;0;0;0
serpentine;;0;0;0;0;0;0;0;0;0;0
serrated;;0;0;0;0;0;0;0;0;0;0
serum;;1;0;0;0;0;0;0;0;0;0
servant;;0;1;0;0;0;0;0;0;0;1
serve;;0;1;0;0;0;0;0;0;0;1
service;;0;0;0;0;0;0;0;0;0;0
serviceable;;0;0;0;0;0;0;0;0;0;0
servile;;0;1;0;0;1;1;0;1;0;0
servitude;;0;1;0;0;0;0;0;0;0;0
sess;;0;0;0;0;0;0;0;0;0;0
session;;0;0;0;0;0;0;0;0;0;0
sessions;;0;0;0;0;0;0;0;0;0;0
set;;0;0;0;0;0;0;0;0;0;0
setback;;0;1;0;0;0;0;0;1;0;0
sett;;0;0;0;0;0;0;0;0;0;0
setter;;0;0;0;0;0;0;0;0;0;0
settle;;0;0;0;0;0;0;0;0;0;0
settled;;0;0;0;0;0;0;0;0;0;0
settler;;0;0;0;0;0;0;0;0;0;0
settlor;;1;0;0;0;0;1;0;0;0;0
seventh;;0;0;0;0;0;0;0;0;0;0
seventy;;0;0;0;0;0;0;0;0;0;0
sever;;0;1;0;0;0;0;0;0;0;0
severable;;0;0;0;0;0;0;0;0;0;0
severally;;0;0;0;0;0;0;0;0;0;0
severance;;0;0;0;0;0;0;0;1;0;0
severely;;0;0;0;0;0;0;0;0;0;0
severity;;0;0;0;0;0;0;0;0;0;0
sew;;0;0;0;0;0;0;0;0;0;0
sewage;;0;1;0;0;1;0;0;0;0;0
sewer;;0;0;0;0;1;0;0;0;0;0
sewerage;;0;1;0;0;1;0;0;0;0;0
sex;sex;1;0;0;1;0;0;1;0;0;1
sexuality;;0;0;0;0;0;0;0;0;0;0
sexy;sexig;0;0;0;0;0;0;0;0;0;0
shabby;;0;1;0;0;1;0;0;0;0;0
shack;;0;1;0;0;1;0;0;1;0;0
shackle;;0;1;1;1;1;1;0;1;0;0
shade;;0;0;0;0;0;0;0;0;0;0
shades;;0;0;0;0;0;0;0;0;0;0
shading;;0;0;0;0;0;0;0;0;0;0
shadow;;0;0;0;0;0;0;0;0;0;0
shadowy;;0;0;0;0;0;0;0;0;0;0
shady;;0;1;0;0;0;1;0;0;0;0
shaft;;0;0;0;0;0;0;0;0;0;0
shag;;0;0;0;0;0;0;0;0;0;0
shaggy;;0;0;0;0;0;0;0;0;0;0
shake;;0;0;0;0;0;0;0;0;0;0
shaken;;0;0;0;0;0;0;0;0;0;0
shaking;;0;1;0;0;0;1;0;0;0;0
shaky;;0;1;1;1;0;1;0;0;0;0
sham;;0;1;1;0;1;0;0;0;0;0
shaman;;0;0;0;0;0;0;0;0;0;0
shambles;;0;1;0;0;0;0;0;0;0;0
shame;;0;1;0;0;1;1;0;1;0;0
shameful;;0;1;0;0;0;0;0;1;0;0
shameless;;0;1;0;0;1;0;0;0;0;0
shanghai;;0;1;0;0;1;1;0;0;0;0
shank;;0;0;0;0;0;1;0;0;0;0
shanty;;0;0;0;0;0;0;0;0;0;0
shape;;1;0;0;0;0;0;0;0;0;0
shapely;;1;0;0;0;0;0;0;0;0;0
share;;1;0;0;1;0;0;1;0;0;1
shareholder;;0;0;0;0;0;0;0;0;0;0
shark;haj;0;1;0;0;0;0;0;0;0;0
sharpen;;0;0;1;1;0;0;0;0;0;0
sharpened;;0;0;0;0;0;0;0;0;0;0
sharpener;;0;0;0;0;0;0;0;0;0;0
sharpness;;0;0;0;0;0;0;0;0;0;0
shatter;;0;1;1;0;0;1;0;1;1;0
shattered;;0;1;0;0;0;0;0;1;0;0
shave;;0;0;0;0;0;0;0;0;0;0
shaving;;0;0;0;0;0;0;0;0;0;0
shawl;;0;0;0;0;0;0;0;0;0;0
sheaf;;0;0;0;0;0;0;0;0;0;0
shear;;0;0;0;0;0;0;0;0;0;0
shears;;0;0;0;0;0;0;0;0;0;0
sheath;;0;0;0;0;0;0;0;0;0;0
sheathing;;0;0;0;0;0;0;0;0;0;0
shed;;0;1;0;0;0;0;0;0;0;0
sheen;;0;0;0;0;0;0;0;0;0;0
sheep;;0;0;0;0;0;0;0;0;0;0
sheer;;0;0;0;0;0;0;0;0;0;0
sheet;;0;0;0;0;0;0;0;0;0;0
shelf;hylla;0;0;0;0;0;0;0;0;0;0
shell;;0;1;1;0;0;1;0;1;1;0
shellfish;;0;0;0;0;0;0;0;0;0;0
shelter;;1;0;0;0;0;0;0;0;0;1
shelved;;0;1;0;0;0;0;0;0;0;0
shepherd;;1;0;0;0;0;0;0;0;0;1
sheriff;;0;0;0;0;0;0;0;0;0;1
sherry;;0;0;0;0;0;0;0;0;0;0
shield;;0;0;0;0;0;0;0;0;0;0
shift;;0;0;0;0;0;0;0;0;0;0
shifting;;0;0;0;0;0;0;0;0;0;0
shilling;;0;0;0;0;0;0;0;0;0;0
shimmer;;0;0;0;0;0;0;0;0;0;0
shin;skenben;0;0;0;0;0;0;0;0;0;0
shine;;1;0;0;0;0;0;0;0;0;0
shingle;;0;0;0;0;0;0;0;0;0;0
shining;;1;0;0;1;0;0;1;0;0;0
shiny;;0;0;0;0;0;0;0;0;0;0
ship;fartyg;0;0;0;1;0;0;0;0;0;0
shipment;;0;0;0;0;0;0;0;0;0;0
shipping;;0;0;0;0;0;0;0;0;0;0
shipwreck;;0;1;0;0;0;1;0;1;0;0
shire;;0;0;0;0;0;0;0;0;0;0
shirt;;0;0;0;0;0;0;0;0;0;0
shit;skit;0;1;1;0;1;0;0;0;0;0
shiver;;0;1;1;1;0;1;0;1;0;0
shivering;;0;0;0;0;0;0;0;0;0;0
shoals;;0;0;0;0;0;0;0;0;0;0
shock;;0;1;1;0;0;1;0;0;1;0
shockingly;;0;0;0;0;0;0;0;0;1;0
shoddy;;0;1;1;0;1;0;0;0;0;0
shoe;;0;0;0;0;0;0;0;0;0;0
shoemaker;;0;0;0;0;0;0;0;0;0;0
shoot;;0;1;1;0;0;1;0;0;0;0
shooter;;0;0;0;0;0;1;0;0;0;0
shooting;;0;1;1;0;0;1;0;0;0;0
shop;;0;0;0;0;0;0;0;0;0;0
shopkeeper;;0;0;0;0;0;0;0;0;0;1
shoplifting;snatteri;0;1;1;0;1;0;0;0;0;0
shopping;handla;1;0;0;1;0;0;1;0;1;1
shore;;0;0;0;0;0;0;0;0;0;0
shorn;;0;0;0;0;0;0;0;0;0;0
short;;0;0;0;0;0;0;0;0;0;0
shortage;;0;1;1;0;0;1;0;1;0;0
shortcoming;;0;1;0;0;0;0;0;0;0;0
shorten;;0;0;0;0;0;0;0;0;0;0
shortening;;0;0;0;0;0;0;0;0;0;0
shorthand;;0;0;0;0;0;0;0;0;0;0
shortly;;0;0;0;1;0;0;0;0;0;0
shortness;;0;0;0;0;0;0;0;0;0;0
shorts;;0;0;0;0;0;0;0;0;0;0
shot;skott;0;1;1;0;0;1;0;1;1;0
shotgun;;0;0;0;0;0;0;0;0;0;0
shoulder;;1;0;0;0;0;0;0;0;0;1
shout;;0;0;1;0;0;0;0;0;1;0
shove;knuff;0;1;1;0;0;0;0;0;0;0
shovel;;0;0;0;0;0;0;0;0;0;0
shoveling;;0;0;0;0;0;0;0;0;0;0
show;show;0;0;0;0;0;0;0;0;0;1
shower;dusch;0;0;0;0;0;0;0;0;0;0
showing;;0;0;0;0;0;0;0;0;0;0
showy;;0;1;0;0;0;0;0;0;0;0
shrapnel;;0;0;0;0;0;1;0;0;0;0
shred;;0;0;0;0;0;0;0;0;0;0
shrewd;;1;0;0;0;0;0;0;0;0;0
shriek;;0;1;1;0;0;1;0;1;1;0
shrill;;0;1;1;0;0;1;0;0;1;0
shrimp;;0;0;0;0;0;0;0;0;0;0
shrine;;0;0;0;0;0;0;0;0;0;0
shrink;;0;1;0;0;0;1;0;1;0;0
shrinking;;0;0;0;0;0;0;0;0;0;0
shroud;;0;0;0;0;0;0;0;1;0;0
shrub;;0;0;0;0;0;0;0;0;0;0
shrubbery;;0;0;0;0;0;0;0;0;0;0
shrug;;0;0;0;0;0;0;0;0;0;0
shrunk;;0;1;0;0;0;0;0;0;0;0
shudder;;0;1;0;0;0;1;0;0;0;0
shuffle;;0;0;0;0;0;0;0;0;0;0
shuffling;;0;0;0;0;0;0;0;0;0;0
shun;;0;1;1;0;1;0;0;1;0;0
shunt;;0;0;0;0;0;0;0;0;0;0
shut;stänga;0;0;0;0;0;0;0;0;0;0
shutter;;0;0;0;0;0;0;0;0;0;0
shuttle;;0;0;0;0;0;0;0;0;0;0
sib;sib;0;0;0;0;0;0;0;0;0;1
sic;;0;0;0;0;0;0;0;0;0;0
sick;sjuk;0;1;0;0;1;0;0;1;0;0
sickening;;0;1;1;0;1;1;0;1;0;0
sickle;;0;0;0;0;0;0;0;0;0;0
sickly;;0;1;0;0;1;0;0;1;0;0
sickness;;0;1;0;0;1;1;0;1;0;0
side;sida;0;0;0;0;0;0;0;0;0;0
sideboard;;0;0;0;0;0;0;0;0;0;0
sidestep;;0;0;0;0;0;0;0;0;0;0
sideways;;0;0;0;0;0;0;0;0;0;0
siege;;0;0;0;0;0;0;0;0;0;0
siesta;;0;0;0;0;0;0;0;0;0;0
sieve;;0;0;0;0;0;0;0;0;0;0
sifting;;0;0;0;0;0;0;0;0;0;0
sigh;;0;0;0;0;0;0;0;0;0;0
sight;;0;0;0;0;0;0;0;0;0;0
sign;;0;0;0;0;0;0;0;0;0;0
signal;;0;0;0;0;0;0;0;0;0;0
signature;;0;0;0;0;0;0;0;0;0;1
significance;;0;0;0;0;0;0;0;0;0;0
significant;;0;0;0;0;0;0;0;0;0;0
signification;;0;0;0;0;0;0;0;0;0;0
signify;;0;0;0;1;0;0;0;0;0;0
signpost;;0;0;0;0;0;0;0;0;0;0
silent;;0;0;0;0;0;0;0;0;0;0
silently;;0;0;0;0;0;0;0;0;0;0
silhouette;;0;0;0;0;0;0;0;0;0;0
silk;;1;0;0;0;0;0;0;0;0;0
silken;;0;0;0;0;0;0;0;0;0;0
silky;;0;0;0;0;0;0;0;0;0;0
sill;;0;0;0;0;0;0;0;0;0;0
silliness;;0;0;0;0;0;0;0;0;0;0
silly;;0;1;0;0;0;0;1;0;0;0
silt;;0;0;0;0;0;0;0;0;0;0
silver;;0;0;0;0;0;0;0;0;0;0
silvery;;0;0;0;0;0;0;0;0;0;0
similar;;0;0;0;0;0;0;0;0;0;0
similarity;;0;0;0;0;0;0;0;0;0;0
simile;;0;0;0;0;0;0;0;0;0;0
simmer;;0;0;1;1;0;0;0;0;0;0
simmering;;0;0;0;1;0;0;0;0;0;0
simple;;0;0;0;0;0;0;0;0;0;0
simples;;0;0;0;0;0;0;0;0;0;0
simplify;;1;0;0;1;0;0;1;0;1;1
simply;helt enkelt;0;0;0;0;0;0;0;0;0;0
simulate;;0;0;0;0;0;0;0;0;0;0
simulated;;0;0;0;0;0;0;0;0;0;0
simulating;;0;0;0;0;0;0;0;0;0;0
simulation;;0;0;0;0;0;0;0;0;0;0
simultaneous;;0;0;0;0;0;0;0;0;0;0
simultaneously;;0;0;0;0;0;0;0;0;0;0
sin;;0;1;1;0;1;1;0;1;0;0
sincere;;1;0;0;0;0;0;0;0;0;1
sincerity;;1;0;0;0;0;0;0;0;0;0
sinful;;0;1;1;0;1;1;0;1;0;0
sing;sjunga;1;0;0;1;0;0;1;1;0;1
singer;;0;0;0;0;0;0;0;0;0;0
single;;0;0;0;0;0;0;0;0;0;0
singly;;1;0;0;0;0;0;0;0;0;0
singular;;0;0;0;0;0;0;0;0;0;0
singularity;;0;0;0;0;0;0;0;0;0;0
singularly;;0;0;0;0;0;0;0;0;1;0
sinister;;0;1;1;0;1;1;0;0;0;0
sink;sjunka;0;0;0;0;0;0;0;0;0;0
sinner;;0;1;1;0;1;1;0;1;0;0
sinning;;0;1;0;0;1;0;0;0;0;0
sinus;;0;0;0;0;0;0;0;0;0;0
sip;;0;0;0;0;0;0;0;0;0;0
siphon;;0;0;0;0;0;0;0;0;0;0
sir;sir;1;0;0;0;0;0;0;0;0;1
sire;;0;0;0;0;0;0;0;0;0;0
siren;;0;1;0;0;0;1;0;0;0;0
sissy;;0;1;0;0;0;0;0;0;0;0
sister;syster;0;0;0;0;0;0;0;0;0;0
sisterhood;;1;0;1;0;0;0;0;1;1;1
site;;0;0;0;0;0;0;0;0;0;0
